household_id,day,score,top_sensor,top_weight,threshold,n_calibration_days,alert
H02,2025-01-16,6.562471389770508e-05,H02_S01,0.9442680478096008,4.5259594917297366e-05,22,True
H02,2025-01-17,3.784894943237305e-05,H02_S01,0.944258987903595,4.5259594917297366e-05,22,False
H02,2025-01-18,4.231929779052734e-06,H02_S01,0.9442296624183655,4.5259594917297366e-05,22,False
H02,2025-01-19,2.6226043701171875e-06,H02_S01,0.9442461133003235,4.5259594917297366e-05,22,False
H02,2025-01-20,5.424022674560547e-06,H02_S01,0.9441445469856262,4.5259594917297366e-05,22,False
H02,2025-01-21,1.2695789337158203e-05,H02_S01,0.9442445039749146,4.5259594917297366e-05,22,False
H02,2025-01-22,8.881092071533203e-06,H02_S01,0.9441915154457092,4.5259594917297366e-05,22,False
H02,2025-01-23,3.2782554626464844e-06,H02_S01,0.9441889524459839,4.5259594917297366e-05,22,False
H02,2025-01-24,3.814697265625e-06,H02_S01,0.9441264867782593,4.5259594917297366e-05,22,False
H02,2025-01-25,4.2438507080078125e-05,H02_S01,0.9440757632255554,4.5259594917297366e-05,22,False
H02,2025-01-26,1.9311904907226562e-05,H02_S01,0.9441317915916443,4.5259594917297366e-05,22,False
H02,2025-01-27,1.0311603546142578e-05,H02_S01,0.9442363381385803,4.5259594917297366e-05,22,False
H02,2025-01-28,5.364418029785156e-07,H02_S01,0.9442136287689209,4.5259594917297366e-05,22,False
H02,2025-01-29,4.583597183227539e-05,H02_S01,0.9441304802894592,4.5259594917297366e-05,22,True
H02,2025-01-30,0.00011754035949707031,H02_S01,0.9443648457527161,4.5259594917297366e-05,22,True
H02,2025-01-31,7.367134094238281e-05,H02_S01,0.9440855383872986,4.5259594917297366e-05,22,True
H02,2025-02-01,7.104873657226562e-05,H02_S01,0.94422847032547,4.5259594917297366e-05,22,True
H02,2025-02-02,6.139278411865234e-06,H02_S01,0.944158673286438,4.5259594917297366e-05,22,False
H02,2025-02-03,4.0531158447265625e-06,H02_S01,0.9442482590675354,4.5259594917297366e-05,22,False
H02,2025-02-04,4.172325134277344e-07,H02_S01,0.9442669749259949,4.5259594917297366e-05,22,False
H02,2025-02-05,2.2351741790771484e-05,H02_S01,0.9441514611244202,4.5259594917297366e-05,22,False
H02,2025-02-06,7.927417755126953e-06,H02_S01,0.9441432356834412,4.5259594917297366e-05,22,False
H02,2025-02-07,0.0001049041748046875,H02_S01,0.9442219734191895,4.5259594917297366e-05,22,True
H02,2025-02-08,5.78761100769043e-05,H02_S01,0.9441457986831665,4.5259594917297366e-05,22,True
H02,2025-02-09,4.792213439941406e-05,H02_S01,0.9443227648735046,4.5259594917297366e-05,22,True
H02,2025-02-10,3.349781036376953e-05,H02_S01,0.9442390203475952,4.5259594917297366e-05,22,False
H02,2025-02-11,5.4836273193359375e-06,H02_S01,0.9441795945167542,4.5259594917297366e-05,22,False
H02,2025-02-12,7.641315460205078e-05,H02_S01,0.9443328380584717,4.5259594917297366e-05,22,True
H02,2025-02-13,2.9265880584716797e-05,H02_S01,0.9441702365875244,4.5259594917297366e-05,22,False
H02,2025-02-14,1.0311603546142578e-05,H02_S01,0.9440340399742126,4.5259594917297366e-05,22,False
H03,2025-01-02,5.0067901611328125e-06,H03_S01,0.9441569447517395,0.00011582016944885256,22,False
H03,2025-01-03,5.4836273193359375e-06,H03_S01,0.9442026615142822,0.00011582016944885256,22,False
H03,2025-01-04,1.7881393432617188e-06,H03_S01,0.9441807866096497,0.00011582016944885256,22,False
H03,2025-01-05,6.4373016357421875e-06,H03_S01,0.9442766308784485,0.00011582016944885256,22,False
H03,2025-01-06,0.00012248754501342773,H03_S01,0.9440528154373169,0.00011582016944885256,22,True
H03,2025-01-07,0.00010830163955688477,H03_S01,0.9443512558937073,0.00011582016944885256,22,False
H03,2025-01-08,3.1888484954833984e-05,H03_S01,0.944118082523346,0.00011582016944885256,22,False
H03,2025-01-09,9.000301361083984e-06,H03_S01,0.9441103935241699,0.00011582016944885256,22,False
H03,2025-01-10,3.159046173095703e-06,H03_S01,0.9441892504692078,0.00011582016944885256,22,False
H03,2025-01-11,4.017353057861328e-05,H03_S01,0.9442096948623657,0.00011582016944885256,22,False
H03,2025-01-12,1.5139579772949219e-05,H03_S01,0.9443748593330383,0.00011582016944885256,22,False
H03,2025-01-13,0.0001315474510192871,H03_S01,0.9440825581550598,0.00011582016944885256,22,True
H03,2025-01-14,3.266334533691406e-05,H03_S01,0.9442543387413025,0.00011582016944885256,22,False
H03,2025-01-15,7.331371307373047e-06,H03_S01,0.9441518783569336,0.00011582016944885256,22,False
H03,2025-01-16,1.9729137420654297e-05,H03_S01,0.9442957639694214,0.00011582016944885256,22,False
H03,2025-01-17,1.7881393432617188e-06,H03_S01,0.9442464709281921,0.00011582016944885256,22,False
H03,2025-01-18,5.185604095458984e-06,H03_S01,0.9442028999328613,0.00011582016944885256,22,False
H03,2025-01-19,1.3709068298339844e-06,H03_S01,0.9442492127418518,0.00011582016944885256,22,False
H03,2025-01-20,6.377696990966797e-06,H03_S01,0.9441482424736023,0.00011582016944885256,22,False
H03,2025-01-21,3.62396240234375e-05,H03_S01,0.9440630078315735,0.00011582016944885256,22,False
H03,2025-01-22,3.5822391510009766e-05,H03_S01,0.9442859888076782,0.00011582016944885256,22,False
H03,2025-01-23,2.944469451904297e-05,H03_S01,0.9442334771156311,0.00011582016944885256,22,False
H03,2025-01-24,5.8591365814208984e-05,H03_S01,0.9442249536514282,0.00011582016944885256,22,False
H03,2025-01-25,1.9073486328125e-06,H03_S01,0.944165050983429,0.00011582016944885256,22,False
H03,2025-01-26,5.0067901611328125e-06,H03_S01,0.9441112875938416,0.00011582016944885256,22,False
H03,2025-01-27,9.417533874511719e-06,H03_S01,0.9442477226257324,0.00011582016944885256,22,False
H03,2025-01-28,1.2516975402832031e-06,H03_S01,0.9441990256309509,0.00011582016944885256,22,False
H03,2025-01-29,0.0,H03_S01,0.9441843628883362,0.00011582016944885256,22,False
H03,2025-01-30,9.119510650634766e-06,H03_S01,0.9442024230957031,0.00011582016944885256,22,False
H03,2025-01-31,2.86102294921875e-06,H03_S01,0.9441503882408142,0.00011582016944885256,22,False
H03,2025-02-01,3.141164779663086e-05,H03_S01,0.9441609978675842,0.00011582016944885256,22,False
H03,2025-02-02,1.3589859008789062e-05,H03_S01,0.9443202018737793,0.00011582016944885256,22,False
H03,2025-02-03,3.2961368560791016e-05,H03_S01,0.9441435933113098,0.00011582016944885256,22,False
H03,2025-02-04,1.6093254089355469e-06,H03_S01,0.9441831111907959,0.00011582016944885256,22,False
H03,2025-02-05,5.841255187988281e-06,H03_S01,0.9442096948623657,0.00011582016944885256,22,False
H03,2025-02-06,5.7220458984375e-06,H03_S01,0.9442262649536133,0.00011582016944885256,22,False
H03,2025-02-07,5.9604644775390625e-05,H03_S01,0.9439895153045654,0.00011582016944885256,22,False
H03,2025-02-08,4.607439041137695e-05,H03_S01,0.9442364573478699,0.00011582016944885256,22,False
H03,2025-02-09,5.185604095458984e-06,H03_S01,0.9441527128219604,0.00011582016944885256,22,False
H03,2025-02-10,7.092952728271484e-06,H03_S01,0.9441539645195007,0.00011582016944885256,22,False
H03,2025-02-11,9.5367431640625e-07,H03_S01,0.9441118836402893,0.00011582016944885256,22,False
H03,2025-02-12,1.5676021575927734e-05,H03_S01,0.9441614151000977,0.00011582016944885256,22,False
H03,2025-02-13,5.602836608886719e-06,H03_S01,0.9442228674888611,0.00011582016944885256,22,False
H03,2025-02-14,1.2516975402832031e-06,H03_S01,0.944263219833374,0.00011582016944885256,22,False
H04,2025-01-02,3.2782554626464844e-06,H04_S01,0.9441717267036438,9.502351284027102e-05,22,False
H04,2025-01-03,2.0444393157958984e-05,H04_S01,0.9441646933555603,9.502351284027102e-05,22,False
H04,2025-01-04,9.834766387939453e-06,H04_S01,0.9441842436790466,9.502351284027102e-05,22,False
H04,2025-01-05,7.212162017822266e-06,H04_S01,0.94419264793396,9.502351284027102e-05,22,False
H04,2025-01-06,2.0265579223632812e-05,H04_S01,0.9442504644393921,9.502351284027102e-05,22,False
H04,2025-01-07,0.0001251697540283203,H04_S01,0.944068431854248,9.502351284027102e-05,22,True
H04,2025-01-08,4.988908767700195e-05,H04_S01,0.9442010521888733,9.502351284027102e-05,22,False
H04,2025-01-09,2.9802322387695312e-06,H04_S01,0.9442048668861389,9.502351284027102e-05,22,False
H04,2025-01-10,8.26716423034668e-05,H04_S01,0.9441612958908081,9.502351284027102e-05,22,False
H04,2025-01-11,0.00010597705841064453,H04_S01,0.9442113637924194,9.502351284027102e-05,22,True
H04,2025-01-12,1.1265277862548828e-05,H04_S01,0.9440816044807434,9.502351284027102e-05,22,False
H04,2025-01-13,6.508827209472656e-05,H04_S01,0.9442269802093506,9.502351284027102e-05,22,False
H04,2025-01-14,2.8073787689208984e-05,H04_S01,0.9442569613456726,9.502351284027102e-05,22,False
H04,2025-01-15,7.331371307373047e-06,H04_S01,0.9441960453987122,9.502351284027102e-05,22,False
H04,2025-01-16,5.4001808166503906e-05,H04_S01,0.9440332651138306,9.502351284027102e-05,22,False
H04,2025-01-17,8.404254913330078e-06,H04_S01,0.944158136844635,9.502351284027102e-05,22,False
H04,2025-01-18,3.319978713989258e-05,H04_S01,0.9442499279975891,9.502351284027102e-05,22,False
H04,2025-01-19,6.556510925292969e-07,H04_S01,0.9442258477210999,9.502351284027102e-05,22,False
H04,2025-01-20,1.1920928955078125e-07,H04_S01,0.9442048668861389,9.502351284027102e-05,22,False
H04,2025-01-21,8.344650268554688e-07,H04_S01,0.9442342519760132,9.502351284027102e-05,22,False
H04,2025-01-22,1.4960765838623047e-05,H04_S01,0.9441498517990112,9.502351284027102e-05,22,False
H04,2025-01-23,8.821487426757812e-06,H04_S01,0.9441729784011841,9.502351284027102e-05,22,False
H04,2025-01-24,7.331371307373047e-06,H04_S01,0.9441477060317993,9.502351284027102e-05,22,False
H04,2025-01-25,4.780292510986328e-05,H04_S01,0.9443333148956299,9.502351284027102e-05,22,False
H04,2025-01-26,4.547834396362305e-05,H04_S01,0.9442191123962402,9.502351284027102e-05,22,False
H04,2025-01-27,0.0,H04_S01,0.9442296624183655,9.502351284027102e-05,22,False
H04,2025-01-28,7.62939453125e-06,H04_S01,0.9442208409309387,9.502351284027102e-05,22,False
H04,2025-01-29,2.5033950805664062e-05,H04_S01,0.944242537021637,9.502351284027102e-05,22,False
H04,2025-01-30,2.300739288330078e-05,H04_S01,0.9442166090011597,9.502351284027102e-05,22,False
H04,2025-01-31,3.9637088775634766e-05,H04_S01,0.9441950917243958,9.502351284027102e-05,22,False
H04,2025-02-01,2.8371810913085938e-05,H04_S01,0.9442659020423889,9.502351284027102e-05,22,False
H04,2025-02-02,6.139278411865234e-06,H04_S01,0.9441661834716797,9.502351284027102e-05,22,False
H04,2025-02-03,6.9141387939453125e-06,H04_S01,0.944141685962677,9.502351284027102e-05,22,False
H04,2025-02-04,7.3909759521484375e-06,H04_S01,0.9442449808120728,9.502351284027102e-05,22,False
H04,2025-02-05,4.673004150390625e-05,H04_S01,0.9440969228744507,9.502351284027102e-05,22,False
H04,2025-02-06,6.020069122314453e-06,H04_S01,0.9441752433776855,9.502351284027102e-05,22,False
H04,2025-02-07,2.193450927734375e-05,H04_S01,0.9440264701843262,9.502351284027102e-05,22,False
H04,2025-02-08,0.00011444091796875,H04_S01,0.9440893530845642,9.502351284027102e-05,22,True
H04,2025-02-09,4.184246063232422e-05,H04_S01,0.9442670941352844,9.502351284027102e-05,22,False
H04,2025-02-10,2.384185791015625e-07,H04_S01,0.9442880153656006,9.502351284027102e-05,22,False
H04,2025-02-11,5.185604095458984e-06,H04_S01,0.9441887140274048,9.502351284027102e-05,22,False
H04,2025-02-12,6.9141387939453125e-06,H04_S01,0.944263756275177,9.502351284027102e-05,22,False
H04,2025-02-13,1.0073184967041016e-05,H04_S01,0.9442079663276672,9.502351284027102e-05,22,False
H04,2025-02-14,9.447336196899414e-05,H04_S01,0.9442572593688965,9.502351284027102e-05,22,False
H05,2025-01-02,0.00013566017150878906,H05_S01,0.9440234303474426,7.137298583984378e-05,22,True
H05,2025-01-03,8.112192153930664e-05,H05_S01,0.9442726969718933,7.137298583984378e-05,22,True
H05,2025-01-04,2.6524066925048828e-05,H05_S01,0.94412761926651,7.137298583984378e-05,22,False
H05,2025-01-05,6.67572021484375e-06,H05_S01,0.9441874623298645,7.137298583984378e-05,22,False
H05,2025-01-06,3.0994415283203125e-06,H05_S01,0.9441877007484436,7.137298583984378e-05,22,False
H05,2025-01-07,5.185604095458984e-06,H05_S01,0.9441297650337219,7.137298583984378e-05,22,False
H05,2025-01-08,5.424022674560547e-06,H05_S01,0.9441755414009094,7.137298583984378e-05,22,False
H05,2025-01-09,7.450580596923828e-06,H05_S01,0.9442687630653381,7.137298583984378e-05,22,False
H05,2025-01-10,4.5180320739746094e-05,H05_S01,0.9441590905189514,7.137298583984378e-05,22,False
H05,2025-01-11,5.066394805908203e-06,H05_S01,0.9442563056945801,7.137298583984378e-05,22,False
H05,2025-01-12,2.002716064453125e-05,H05_S01,0.944383978843689,7.137298583984378e-05,22,False
H05,2025-01-13,6.03795051574707e-05,H05_S01,0.9441417455673218,7.137298583984378e-05,22,False
H05,2025-01-14,2.0265579223632812e-05,H05_S01,0.9440872669219971,7.137298583984378e-05,22,False
H05,2025-01-15,3.2782554626464844e-05,H05_S01,0.9440630078315735,7.137298583984378e-05,22,False
H05,2025-01-16,2.3245811462402344e-05,H05_S01,0.9442781209945679,7.137298583984378e-05,22,False
H05,2025-01-17,3.975629806518555e-05,H05_S01,0.9441187977790833,7.137298583984378e-05,22,False
H05,2025-01-18,1.2516975402832031e-06,H05_S01,0.9441684484481812,7.137298583984378e-05,22,False
H05,2025-01-19,4.947185516357422e-05,H05_S01,0.9441500306129456,7.137298583984378e-05,22,False
H05,2025-01-20,8.821487426757812e-06,H05_S01,0.9442169070243835,7.137298583984378e-05,22,False
H05,2025-01-21,1.8835067749023438e-05,H05_S01,0.9443554878234863,7.137298583984378e-05,22,False
H05,2025-01-22,1.2278556823730469e-05,H05_S01,0.9442586898803711,7.137298583984378e-05,22,False
H05,2025-01-23,1.704692840576172e-05,H05_S01,0.9441952109336853,7.137298583984378e-05,22,False
H05,2025-01-24,4.315376281738281e-05,H05_S01,0.9441834092140198,7.137298583984378e-05,22,False
H05,2025-01-25,4.2319297790527344e-05,H05_S01,0.9442433714866638,7.137298583984378e-05,22,False
H05,2025-01-26,5.626678466796875e-05,H05_S01,0.9442811012268066,7.137298583984378e-05,22,False
H05,2025-01-27,0.00011712312698364258,H05_S01,0.9442024230957031,7.137298583984378e-05,22,True
H05,2025-01-28,1.2218952178955078e-05,H05_S01,0.9440522789955139,7.137298583984378e-05,22,False
H05,2025-01-29,4.315376281738281e-05,H05_S01,0.9442816376686096,7.137298583984378e-05,22,False
H05,2025-01-30,2.396106719970703e-05,H05_S01,0.9441272020339966,7.137298583984378e-05,22,False
H05,2025-01-31,4.017353057861328e-05,H05_S01,0.9441891312599182,7.137298583984378e-05,22,False
H05,2025-02-01,1.3709068298339844e-05,H05_S01,0.944110095500946,7.137298583984378e-05,22,False
H05,2025-02-02,2.9802322387695312e-06,H05_S01,0.9441769123077393,7.137298583984378e-05,22,False
H05,2025-02-03,4.124641418457031e-05,H05_S01,0.9442867040634155,7.137298583984378e-05,22,False
H05,2025-02-04,8.344650268554688e-07,H05_S01,0.9443151950836182,7.137298583984378e-05,22,False
H05,2025-02-05,3.516674041748047e-05,H05_S01,0.9442424178123474,7.137298583984378e-05,22,False
H05,2025-02-06,2.4378299713134766e-05,H05_S01,0.9442849159240723,7.137298583984378e-05,22,False
H05,2025-02-07,4.494190216064453e-05,H05_S01,0.9441174268722534,7.137298583984378e-05,22,False
H05,2025-02-08,6.717443466186523e-05,H05_S01,0.9443009495735168,7.137298583984378e-05,22,False
H05,2025-02-09,1.3709068298339844e-06,H05_S01,0.9442670941352844,7.137298583984378e-05,22,False
H05,2025-02-10,1.2516975402832031e-06,H05_S01,0.9442976713180542,7.137298583984378e-05,22,False
H05,2025-02-11,3.0219554901123047e-05,H05_S01,0.9441607594490051,7.137298583984378e-05,22,False
H05,2025-02-12,1.9073486328125e-06,H05_S01,0.9441008567810059,7.137298583984378e-05,22,False
H05,2025-02-13,2.849102020263672e-05,H05_S01,0.9443018436431885,7.137298583984378e-05,22,False
H05,2025-02-14,2.1517276763916016e-05,H05_S01,0.944162905216217,7.137298583984378e-05,22,False
